,ROOM TYPE>,ADMIT,AIRLOCK,ALCOVE,ANIMAL,ANTE.RM,ARCHIVE,ARMORY,AUDI,AUDI.S,AV.RM,BALANCE,BAR,BED.RM,BOOK.ST,CAGE.ST,CAGE.WA,CALLCTR,CASHIER,CHAPEL,CLASS,CLASS.S,CLEAN,CLINIC,COLD.RM,COMMON,COMPLAB,COMPTR,CONDO,CONF,CONSULT,CONTROL,COPY.RM,COURT,DANCE,DARK.RM,DECK,DET.RM,DINE.S,DINING,DRAFT,DRESS,DUBBING,EDTG.RM,ELV.LOB,EM.RM,EMP.SP,EQUIP,EXAM,EXHIBIT,FIELD,FILE.RM,FOYER,FREEZER,GAME,GARAGE,GIFT,GRN.RM,GYM,INCNTR,INFO,INST.RM,INTVIEW,JC,KIOSK,KIT.S,KITCHEN,LAB,LAB.OFF,LAB.S,LAUNDRY,LIB.S,LIBRARY,LIV.RM,LOAD.DK,LOBBY,LOCKER,LOUNGE,MAIL.RM,MORGUE,MUSEUM,OBSERV,OFFICE,OM*BOIL,OM*CHIL,OM*COM,OM*CORR,OM*ELEC,OM*ELEV,OM*EQ,OM*FAN,OM*FURN,OM*JC,OM*LOB,OM*MACH,OM*MECH,OM*RR,OM*STAI,OM*STO,OM*TELE,OM*VEST,ON.CALL,OR,PANTRY,PATIENT,PHARM,POOL,PORCH,PRACT,PREP.RM,PRIV.RM,PRNT.RM,PROC.RM,PROJECT,QUAR.RM,READ,REC.RM,RECEIVE,RECEP,RECORDS,RECOVER,RESI,RETAIL,RR,SAUNA,SCREEN,SCRUB,SEATS,SEMI,SHOP,SHOWER,SNACK,SOUND,STACK,STAGE,STATION,STERILE,STO,STOCK,STUDIO,STUDY,SUITE,SUPPLY,SURGERY,TAPING,TELE,TEST.RM,THEATER,THERAPY,TICKET,TOOL.RM,TRAIN,TRASH,TRASH.R,TREAT,TUTOR,UTILITY,VAULT,VENDING,VEST,VIDEO,VIVARIA,WAIT.RM,WARM.RM,WEIGHT,WORK.RM,XRAY,Grand Total
207,MRI,,,,,128.0,,,,,,,,,,,,,,,,,,,,,,,,,138.0,371.0,,,,,,,,,,44.0,,,,,,494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.0,,44.0,,,40.0,,,,69.0,,,,,,,,,,,,,,,,,,,,,,114.0,,,,,56.0,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,90.0,,,471.0,,,,977.0,3268.0
208,MSC,,,,,,,,,,,,,,,,,,,,995.0,,,,,,507.0,76.0,,,,33.0,,,,,,,,,,,,,,,,177.0,,,,,,,,,,,,,,,,,,,,5941.0,188.0,,,,,,,,,,,,,,805.0,,,,,159.0,,,,,77.0,,,,271.0,,,73.0,172.0,,,,,,,,,167.0,,,,,,,,,,,,,,,,,,,848.0,413.0,,,,,,,,272.0,274.0,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,11475.0
209,MSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,,,,,,,,,,,,,,,,38.0,,,,247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3692.0
210,MSR,,,,,,,,,,,,,5995.0,,,,,,,,,,,99.0,,,,,,,,,,,,,,266.0,2139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1887.0,,,,267.0,,,2380.0,,,,361.0,,,,,,,,,,37.0,,,,,31.0,,,,,,,,,,,154.0,,,,,,,,,,,,,,,,,,,,1305.0,,,,,,,,,,,,,,365.0,,,,,,,,,,,,,,,,,,,,,,256.0,,,,,,,,15542.0
211,MST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.0,,,,,,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.0
212,MTA,,,,,,,,,,,,,1864.0,,,,,,,,,,,,,,,,,,,,,,,,,,621.0,,107.0,,,,,,,,,,,,,480.0,,,,,,,,,,,,152.0,,,,,,,850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,182.0,,,,,122.0,,,,,,,,,,,,,,110.0,,,394.0,,,,,,,,,,,,,,,,,,,72.0,,,,,,135.0,,5145.0
213,MTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0
214,MTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2303.0
215,MTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.0,1325.0,680.0,,,,,1896.0,,,,,659.0,,,,,359.0,,,,875.0,,,106.0,,,,,,,,,,,,,,,,,,,,,,,,243.0,,,,7564.0,,,,,,,,,,219.0,,,,,,,,,,,,,,686.0,,,,,,,,,,,,,1283.0,216.0,,16559.0
216,MTT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995.0
217,MTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44124.0
218,MUS,,,,,,,,1704.0,,,,,,,,,,,,4770.0,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,130.0,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,,,260.0,,,,,,7110.0,2020.0,434.0,,2553.0,,398.0,474.0,,,32.0,368.0,,819.0,648.0,1726.0,,40.0,94.0,,,,,,,,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.0,,830.0,,,,,,,,,,,,,,,,,,,,21.0,,,,,,299.0,,25693.0
219,NBC,,,,,,,,,,,,,31829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,801.0,,,,,,,,,,,,,,,,,,2066.0,,,26829.0,,1171.0,252.0,,,,,,583.0,,,,,4789.0,348.0,1410.0,,,508.0,,,521.0,366.0,,16.0,1826.0,146.0,,,,,,,,,,,,,,,,,,171.0,,,,24505.0,7207.0,,,,,,,,,,,,,,2790.0,,,4039.0,,,,,,,,,,,,1104.0,,,,829.0,,77.0,,,,,,,,,114284.0
220,NBO,,,,,,,,,,,,,,,,,,,,,,,5400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400.0
221,NCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.0,,,,,,,477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,,880.0
222,NCT,,,,,,1047.0,,5461.0,,,,,,,,,,,,,,,,,,,,,,,172.0,,,,,,,,,,,,,,,,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216.0,,,,,,,557.0,,,,,,,499.0,,,69.0,,,1414.0,479.0,,,,24.0,,,,,,,,,,,,,672.0,,,,,,,,,,15.0,,,,,,,,,,,,,,454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3924.0,,16116.0
223,NML,,,,,,,,,,,,,,,,,,,,,,,,,,5342.0,,,1214.0,236.0,,123.0,,,,,,,,,,,,,,,,,,,123.0,,,,,,,,,,,,,,,,,,,,,,,,943.0,,290.0,133.0,,,,4015.0,,,,,,84.0,78.0,,,108.0,,,2124.0,574.0,812.0,,42.0,88.0,,,,,,,,,,,,,,,181.0,,,272.0,,,,,,,,,,769.0,,,,,5706.0,,,,323.0,,,17981.0,,,,,,,,,,,,,,,,,,,,,,,,,236.0,,41797.0
224,NOR,,,,,64.0,,,,,,,,,,,,161.0,,,,,129.0,1565.0,353.0,,,898.0,,1966.0,487.0,798.0,,,,54.0,,,,,,158.0,,,,,,918.0,1082.0,,,298.0,,,,,,,,,,,,,,75.0,875.0,16922.0,,1443.0,134.0,,,,,3170.0,583.0,1252.0,155.0,68.0,,,20857.0,1528.0,756.0,,22474.0,2905.0,3011.0,1862.0,,,346.0,1375.0,,8412.0,1569.0,5577.0,,439.0,113.0,110.0,1799.0,165.0,8878.0,999.0,,,,435.0,,,1005.0,,,291.0,,,1021.0,,1247.0,,,2487.0,,,122.0,,,670.0,,,,,,1524.0,914.0,3802.0,,,,,767.0,,,,,,,,,,,,3477.0,,1197.0,,,1525.0,,,4454.0,,,3156.0,2912.0,147789.0
225,NRT,,,,,,,,2959.0,,,,,,,,,,,,,,983.0,,828.0,,,,,4588.0,,75.0,,,,83.0,,,,,,173.0,,,,,,9775.0,,,,2180.0,,,,,,,,,,,100.0,,,,124.0,51467.0,,940.0,,,,,,965.0,206.0,5499.0,61.0,,,,16128.0,,,,12699.0,2721.0,2055.0,1705.0,,,523.0,5555.0,,4553.0,4222.0,5749.0,880.0,785.0,3483.0,,,217.0,,,,,,,,,,,,,,4434.0,208.0,,,,,,,,,,,,,,,,,,,1483.0,,,,,263.0,,,,,,,,,,127.0,,,,,,,756.0,,,,,,2671.0,,152223.0
226,NSC,,,,,,,,,,,,,,,,,,,,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8200.0
227,NTC,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,7074.0,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7074.0
228,NTT,,,,,317.0,,,,,,,,,,,,,,28.0,,,,,551.0,,,,,2097.0,1072.0,,201.0,,,54.0,,,578.0,1468.0,,,,,,,,4158.0,2442.0,,,309.0,,,,,,,,,,,,,,,688.0,19503.0,,,277.0,,,,,,404.0,356.0,115.0,,,,34258.0,,1226.0,,12126.0,1757.0,2560.0,1208.0,,,301.0,2716.0,,7083.0,1349.0,4940.0,1257.0,941.0,660.0,,,103.0,,350.0,,,,,59.0,,1101.0,,,,,523.0,932.0,,,,,1556.0,,,,,1324.0,197.0,137.0,,,,,,,1413.0,,,,,1712.0,,,,,,,,,326.0,,,2997.0,,671.0,,111.0,297.0,,,2392.0,,,3267.0,,126468.0
229,NWD,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
230,NYO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2315.0
231,OBP,,,,,,,,,,,,,,,,,,,,,,,5980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5980.0
232,OCO,,,,,,,,,,,,,,,,,,,,,,,1435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435.0
233,OCW,,,,,,,,,,,,,,,,,,,,,,,,107.0,,,238.0,,259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1521.0,,,,,,5303.0,,,,,,,,,,,180.0,,,,1002.0,,,,2111.0,107.0,45.0,,,,24.0,,,251.0,131.0,671.0,,5.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,93.0,,,,,,,,12209.0
234,OHE,,,,,,,,1224.0,,,,,,,,,,,,1696.0,,,,,,1191.0,193.0,,1561.0,,1658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.0,3785.0,,,,,,,,,,226.0,,,,,16476.0,897.0,871.0,,7943.0,540.0,450.0,,3326.0,,132.0,753.0,,43.0,1156.0,3297.0,153.0,223.0,657.0,,,,,,,,,,,,,,,,,,1215.0,,,,,177.0,,,,,,351.0,,,,,,,,2838.0,,3640.0,81.0,,,,,,,,,,,,,,,,,,,1397.0,,,1749.0,,,856.0,,61181.0
235,OHI,,,,,,,,,,,,,,,,,,,,,,,2031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2031.0
236,ONE,,,,,,2730.0,,,,,,,,,,,,,,,,,,,,,,,313.0,,,,,,,,,,,,,,,,,,,,1896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990.0,,,,,280.0,,5.0,,,52.0,,,,120.0,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2223.0,,,,312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.0,,9335.0
237,OPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
238,OSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
239,PAM,,,,,,2983.0,,1536.0,,,,,,,,,,,,,,,,,,,,,736.0,,,,,,,,,,,,,,,,,,,,3236.0,,,,,,,,,,,,,,,,,211.0,,,,,,,,,653.0,,,,,5112.0,,2969.0,,,,1534.0,49.0,82.0,65.0,,,,,,136.0,339.0,1085.0,,42.0,,,,,,,,,,,,,,,,,,,335.0,,,,,,,,,,,707.0,,,,,,,,4455.0,,,,,,,,,,,,,,,,,,,,276.0,,72.0,,,500.0,,,420.0,,27533.0
240,PCA,,,,,,,,,,,,,4592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.0,,,,169.0,,,3311.0,,200.0,,501.0,,,,,,,,,,96.0,,60.0,,,80.0,,,,,,157.0,,,,,,,,,,,,,,,,,,,,,,,,,1060.0,,,,,,,,,,,,,,932.0,,,213.0,,,,,,,,,,,,,,,,,,,1139.0,,,,,,,,13372.0
241,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11724.0,,77.0,,,,,,,,76.0,,,,,843.0,53.0,,,,,,,,,66.0,,,364.0,415.0,,26.0,19.0,306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995.0,,,,,,,,,,,,,,,,,,,,,,111.0,,,,,,,,15572.0
242,PED,,,,,,,592.0,,,,,,,,,,,,,2181.0,,,,,,1101.0,176.0,,510.0,,,,,1419.0,,,,,,,,,,,,,,,,,,,,,,,,19632.0,,,,,,,,295.0,5133.0,,,686.0,,571.0,,,,4549.0,1369.0,,,,,11897.0,1441.0,,,13731.0,238.0,173.0,,1517.0,,493.0,678.0,,4537.0,938.0,3226.0,156.0,274.0,,,,362.0,,,9184.0,,,164.0,,,,,,,,,304.0,,,,,493.0,,,,1614.0,834.0,1215.0,1955.0,,,,,,,13335.0,,8289.0,,,928.0,,,6.0,43.0,,,,,,,,,,,,,2003.0,,,359.0,,435.0,3056.0,,122092.0
243,PGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.0,,587.0
244,PGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0
245,PGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.0
246,PGL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0
247,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0
248,PHE,,,,,,,,,,,,,,,,,,,,,,,,,,2646.0,620.0,,1192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.0,3744.0,,,,,,,,,,108.0,,,,,10091.0,1741.0,526.0,,,200.0,,332.0,,,114.0,,,1724.0,667.0,,,178.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.0,,24655.0
249,PKS,,,,,,,,,,,,,11581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11109.0,,,,585.0,,,15087.0,,612.0,,116.0,,,,,659.0,,,,,,,635.0,,,,,,1394.0,,,82.0,341.0,,,,,,,,,,,,,,,,,,,,,,11183.0,,9553.0,,,,,,,,,,,,,,1157.0,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,306.0,,64478.0
250,PRB,,,,,,,,,,,,,45102.0,,,,,,,,,,,,,,,,,,,,,,,,,,734.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1931.0,,,,709.0,,,9624.0,,4183.0,285.0,4640.0,153.0,,,,574.0,,,,,2052.0,,,,,570.0,,,2197.0,486.0,,495.0,706.0,,,,376.0,,,,,156.0,,,,,,,,,,,,,,,7996.0,,,,,,,,,,,,,,2521.0,,,1179.0,,,,,,,,,,,,,,,,1425.0,,,452.0,,,,,,1229.0,,89775.0
251,PRM,,,,,,,,,,,,,,,,,,,,,,,4456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4456.0
252,PSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.0,,,61.0,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,,458.0,946.0,154.0,,,,,3966.0,,,,,,,327.0,,,18.0,,,2406.0,513.0,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1493.0,,,,,,,,5128.0,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,1721.0,,18295.0
253,PSB,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,228.0,82.0,,,,,,,,,,,,,,,,,3425.0,,,,259.0,,,,,,,,,,,,,,,348.0,,,,,,,,,236.0,,,,,,,4358.0,,,,,,,78.0,,,19.0,,,,265.0,,,,,,,,,1129.0,,,,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,3276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,,13967.0
254,PSC,,,,,,,,4146.0,,47.0,,,,,,,,,,2288.0,,,,124.0,,367.0,252.0,,1696.0,,34.0,,,,233.0,,,,,,,,,,,,1745.0,,,,,,,,,,,,,,171.0,,,,,115.0,23856.0,,235.0,,,,,,1195.0,,784.0,,,,,12571.0,,,,9054.0,717.0,1895.0,139.0,411.0,,232.0,1015.0,,2221.0,2672.0,3111.0,73.0,572.0,1445.0,,,,,,,,,,,,,255.0,,,,,,,,,,,,,,,348.0,,,,,,,,,547.0,,,,,,,,,,,,,,,,,,,,,,646.0,,116.0,,,,1238.0,,76566.0
255,PSD,,,,,,,,,,,,,,,,,900.0,,,,,,,,,,859.0,,474.0,,,,,,,,,,,,,,,,,,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.0,,,,,5754.0,,,,,,,69.0,,,35.0,,,1560.0,293.0,,,,25.0,,,,,,,,,,,,,,,,,,255.0,,,,,,,,,,,,,,,,,,,1246.0,257.0,,,,,,,,,,,,,,,,,,,866.0,,,,,381.0,,,319.0,,13832.0
256,PSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.0
257,PSX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,60.0,,,,,92.0,,,272072.0,,,,,,,,,0.0,,51.0,,,,,,,,,291.0,,261.0,,,,,3985.0,,0.0,,86.0,50.0,,,,,51.0,,,206.0,583.0,,,57.0,64.0,,,,,,,,,,,,,,,,,,540.0,,,,,,,,,,,,,,,,,,,467.0,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,1390.0,,280560.0
258,PTB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
259,PTD,,,,,,,,,,,,,29300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,261.0,,,,384.0,,,216.0,,3126.0,,3169.0,314.0,,,,483.0,392.0,,,,224.0,,,,,152.0,,,465.0,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,3602.0,,,,,,,,,,,,,,416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42541.0
260,PVB,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,66741.0,,,0.0,,66741.0
261,PVT,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,29844.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,29844.0
262,RAN,,,,,,9364.0,,,,,,,,,,,,,,,,,,,,,,,1723.0,,,,,,,,,,,,,,,,,,,,,,206.0,,,,,,,,,,,,,,,871.0,4396.0,,,,,,,,,,1224.0,,,,,15237.0,,,,,328.0,,122.0,,,97.0,,,212.0,1251.0,,,356.0,252.0,,,,,,,,,,,,,,,,,,1906.0,,,,,,,,,,,,,,,,,,,6696.0,,426.0,,,347.0,,,,,,,,,742.0,,,,,,,,,,,675.0,,,2647.0,,49078.0
263,RGA,,,,,,,,,,,,,2235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966.0,,,,73.0,,,3166.0,,,,,,,,,,,,,,,,15.0,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.0,,,,,,,,,,,,,,590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7692.0
264,RGL,,,,,,,,1576.0,,188.0,,,,,,,,,,3988.0,,,,,,,,,531.0,,,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,1341.0,107.0,,,,12246.0,,,,5388.0,288.0,209.0,34.0,2149.0,,82.0,,,1494.0,1092.0,1498.0,,291.0,191.0,,,,,,,,,,,,,,,,,,233.0,,,,,,,,,,669.0,,,,,,,,,114.0,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,205.0,,34258.0
